epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.01498326938599348,0.9850167632102966,1e-04,0.014780404977500439,0.9852195978164673
1,0.01811031997203827,0.9818896651268005,1e-04,0.014810677617788315,0.9851893186569214
2,0.020330650731921196,0.9796693325042725,1e-04,0.014838054776191711,0.9851619601249695
3,0.022133300080895424,0.9778667092323303,1e-04,0.01485923770815134,0.9851407408714294
4,0.023698411881923676,0.9763016104698181,1e-04,0.014888426288962364,0.9851115942001343
5,0.02511872909963131,0.9748812317848206,1e-04,0.014921898022294044,0.9850780963897705
6,0.026454675942659378,0.9735453128814697,1e-04,0.014948464930057526,0.9850515127182007
7,0.02773096412420273,0.9722690582275391,1e-04,0.014962608925998211,0.9850373864173889
